permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
/organization/testfreaks,TestFreaks,http://www.testfreaksdata.com,E-Commerce,5800000,operating,SWE,26,Stockholm,Stockholm,2,2006-01-01,2007-05-01,2008-08-01
/organization/digital-domain-media-group,Digital Domain Media Group,http://www.ddmg.co,Design,58500000,closed,USA,FL,Florida's Treasure Coast,Port St. Lucie,3,,2012-05-17,2012-08-21
/organization/kd-secure,KD Secure,,Information Technology|Security|Software,1500000,closed,,,,,1,2010-01-01,2010-01-01,2010-01-01
/organization/moviles-com,Moviles.com,http://www.moviles.com,Internet|Mobile|Reviews and Recommendations|Telecommunications,-,closed,ESP,29,Madrid,Alcobendas,1,2010-01-01,2009-12-01,2009-12-01
/organization/white-label,White Label,http://www.whitelabel-llc.com/,Enterprise Software|Information Technology|Services,10000000,closed,USA,MA,Boston,Billerica,1,,2003-11-07,2003-11-07
/organization/nethra-imaging,Nethra Imaging,http://nethra-imaging.com/index.php,Semiconductors,14000000,closed,USA,CA,SF Bay Area,Santa Clara,1,2003-01-01,2006-11-03,2006-11-03
/organization/i-o-t-shirt,I/O T-shirt,,Services|Technology|Wearables,12500,closed,,,,,1,,2015-08-01,2015-08-01
/organization/sitecert,Sitecert,http://www.sitecert.info,Information Technology,-,closed,,,,,1,,2013-02-19,2013-02-19
/organization/brickx---the-brick-exchange,BrickX,http://www.brickx.com,Crowdfunding|Investment Management|Real Estate|Stock Exchanges,931087,operating,AUS,2,Sydney,Sydney,1,2014-09-01,2014-08-01,2014-08-01
/organization/punch-bowl-social,Punch Bowl Social,http://punchbowlsocial.com,Hospitality|Restaurants|Specialty Foods,1750000,operating,USA,CO,Denver,Denver,1,2012-01-01,2014-04-17,2014-04-17
/organization/anadys,Anadys,http://www.anadyspharma.com,Biotechnology,17500000,closed,USA,CA,San Diego,San Diego,1,,2009-06-04,2009-06-04
/organization/luxticket-sg,LuxTicket.sg,http://www.luxticket.sg,E-Commerce|Lifestyle,-,closed,SGP,,Singapore,Singapore,1,2012-01-01,2011-01-01,2011-01-01
/organization/ming-yazılım,Ming Yazılım,http://www.ming.com.tr,Software,52583,operating,TUR,68,TUR - Other,Beytepe,1,2013-04-01,2013-04-04,2013-04-04
/organization/aesthetic-sciences,Aesthetic Sciences,,,6000000,closed,,,,,1,,2006-11-29,2006-11-29
/organization/user1st,User1st,http://www.user1st.com/,Internet|Software,1000000,closed,ISR,5,Tel Aviv,Tel Aviv,1,2012-01-01,2012-01-01,2012-01-01
/organization/lifetable,Lifetable,http://lifetable.com/,,-,closed,CZE,52,Prague,Prague,1,,2012-07-03,2012-07-03
/organization/mati-therapeutics,Mati Therapeutics,http://www.matitherapeutics.com,Biotechnology,1460000,operating,USA,TX,Austin,Austin,2,2012-01-01,2013-04-15,2014-10-07
/organization/sweetwater-beverage,Sweetwater Beverage,http://sweetwaterbeverages.com/,Coffee|Environmental Innovation|Organic Food,15000,operating,,,,,1,,2015-03-01,2015-03-01
/organization/genetix-fusion,Genetix Fusion,http://www.genetixfusion.com,Biotechnology|EdTech|Education|Pharmaceuticals,50000,closed,,,,,1,,2013-05-14,2013-05-14
/organization/lindexa,Lindexa,http://www.lindexa.com/,Marketplaces|Social Media|Social Media Marketing,50511,closed,PER,15,Lima,Lima,1,,2012-01-10,2012-01-10
/organization/helpshift-inc,Helpshift,http://www.helpshift.com,Customer Service|Customer Support Tools|Mobile,13200000,operating,USA,CA,SF Bay Area,San Francisco,2,2011-01-01,2012-10-30,2014-06-24
/organization/ducere-holdings,Ducere Holdings,http://misertransmissions.com/,Automotive|Clean Technology,-,operating,ZAF,,Johannesburg,Johannesburg,1,2004-03-17,2015-05-27,2015-05-27
/organization/davi-luxury-brand-group,DAVI LUXURY BRAND GROUP,http://www.daviskin.com,Fashion,1030000,operating,USA,CA,Los Angeles,Beverly Hills,2,2010-01-01,2012-08-30,2015-01-09
/organization/ksplice,Ksplice,http://www.ksplice.com,Computers|Security,100000,operating,USA,MA,Boston,Cambridge,1,2008-07-01,2010-10-21,2010-10-21
/organization/lassy-project,Lassy Project,http://www.lassyproject.com/,Apps|Crowdsourcing|Gps|Wireless,750120,operating,USA,CO,Denver,Denver,1,,2015-01-02,2015-01-02
/organization/the-hisey-company,The Hisey Company,,Customer Service,37000,operating,USA,TX,Austin,Austin,1,2011-02-19,2014-10-20,2014-10-20
/organization/hippflow,Hippflow,http://www.hippflow.com,Curated Web,100000,closed,RUS,48,Moscow,Moscow,1,,2013-07-13,2013-07-13
/organization/voipshield-systems,VoIPshield Systems,http://www.voipshield.com,Security|VoIP,9570000,operating,CAN,ON,Ottawa,Ottawa,2,2006-01-01,2008-02-05,2008-05-08
/organization/maxmilhas,MaxMilhas,https://www.maxmilhas.com.br/,E-Commerce,-,operating,BRA,15,Rio de Janeiro,Belo Horizonte,1,2012-08-01,2014-01-01,2014-01-01
/organization/encontre-um-nerd,Encontre um Nerd,https://encontreumnerd.com.br/,Corporate IT|Information Technology|Marketplaces,69784.4282922861,operating,BRA,18,Curitiba,Curitiba,2,2014-08-25,2015-03-01,2015-10-01
/organization/revizer,Revizer,http://revizer.com,Curated Web,20000000,operating,ISR,5,ISR - Other,Jaffa-tel Aviv,1,2009-01-01,2013-08-29,2013-08-29
/organization/digital-music-universe,Digital Music Universe,,Entertainment|Internet|Music,-,closed,,,,,1,2014-01-01,2015-05-01,2015-05-01
/organization/eventhive,EventHive,http://eventhive.com,Software,-,closed,USA,GA,Atlanta,Atlanta,1,2009-01-01,2009-01-01,2009-01-01
/organization/kin-valley,Kin Valley,,Social Media,-,operating,USA,TX,Austin,Austin,1,2009-01-01,2012-12-20,2012-12-20
/organization/nortal-as,Nortal AS,http://www.nortal.com,Software,18990800,operating,EST,1,Tallinn,Tallinn,2,2000-01-01,2010-07-20,2013-05-31
/organization/curefab,Curefab,http://www.curefab.com,Health Care,-,closed,DEU,2,Munich,Munich,1,2009-04-01,2010-10-20,2010-10-20
/organization/rinera-networks,Rinera Networks,http://www.rinera.com/,,9000000,operating,,,,,1,,2007-04-10,2007-04-10
/organization/oddcast,Oddcast,http://oddcast.com,Advertising,4000000,operating,USA,NY,New York City,New York,1,1999-01-01,2006-06-13,2006-06-13
/organization/general-atomics,General Atomics,http://www.ga.com,Sensors|Systems|Wireless,3500000,operating,USA,CA,San Diego,San Diego,1,,2013-06-27,2013-06-27
/organization/rfinity,RFinity,http://www.rfinity.com,Mobile|Mobile Payments|NFC,4000000,closed,USA,ID,Idaho Falls,Idaho Falls,1,2008-10-01,2011-02-01,2011-02-01
/organization/vivacta,Vivacta,http://www.vivacta.com,Health Care|Health Diagnostics,18405538,closed,GBR,G5,Sittingbourne,Sittingbourne,2,1991-01-01,2007-11-28,2010-11-18
/organization/image-searcher,Cloud Sight,http://cloudsightapi.com/,Internet,6490000,operating,USA,CA,Los Angeles,Los Angeles,2,2012-01-01,2012-09-01,2015-02-24
/organization/youbeq-maps-with-life,youbeQ - Maps With Life,http://youbeq.com,Maps|Simulation|Social Games|Social Network Media|Virtual Worlds,-,operating,PRT,7,PRT - Other,Coimbra,1,2013-08-10,2013-08-10,2013-08-10
/organization/cartogram,Cartogram,http://cartogr.am/,B2B|Indoor Positioning|Location Based Services|Maps|Mobile Analytics,646000,operating,USA,WA,Seattle,Kirkland,3,2013-11-01,2014-09-10,2015-08-24
/organization/cognuse,Cognuse,http://www.cognuse.com,Health Care|Health Diagnostics|Medical Devices|Rehabilitation,117000,operating,USA,CA,San Diego,San Diego,3,,2014-01-10,2014-08-14
/organization/prodea-systems,Prodea,http://www.prodea.com,Application Platforms|Digital Media|Home Automation|Internet of Things|Services|Software,124130954,operating,USA,TX,Dallas,Richardson,4,2006-05-01,2010-01-05,2014-04-08
/organization/supapass,SupaPass,http://www.supapass.com,Brand Marketing|Digital Media|Music|Social Media,127469,operating,GBR,I9,London,Norwich,1,2011-01-01,2014-11-06,2014-11-06
/organization/fantrotter,Fantrotter,http://www.fantrotter.com,Curated Web|Events|Music|Sports|Ticketing|Travel,50000,operating,USA,NY,New York City,New York,2,2013-05-01,2013-03-13,2013-10-13
/organization/gridpotential,GridPotential,,Smart Grid,160000,closed,,,,,1,2011-11-01,2012-07-29,2012-07-29
/organization/medico-com,Medico.com,http://www.medico.com,Consumers|Health Care|Health Care Information Technology,-,closed,USA,NY,New York City,New York,1,2010-10-01,2011-06-08,2011-06-08
/organization/starriser,Starriser,http://www.starriser.com/,Games|Toys,-,operating,ESP,60,Valencia,Valencia,1,,2014-06-08,2014-06-08
/organization/eyejot,EyeJot,http://www.eyejot.com,Messaging,1150000,operating,USA,WA,Seattle,Seattle,2,2007-01-01,2007-01-01,2007-05-01
/organization/lugiron-software,LugIron Software,http://www.lugiron.com,Analytics|SaaS|Social Media|Social Media Marketing|Software,-,closed,USA,TX,Austin,Austin,1,2009-01-02,2009-04-01,2009-04-01
/organization/appspotr,AppSpotr,http://www.appspotr.com,DIY|Mobile Commerce|SaaS,329500,operating,SWE,28,Gothenburg,Göteborg,1,2012-06-01,2014-06-01,2014-06-01
/organization/foxteq-holdings,Foxteq Holdings,,Hardware + Software,11000000,operating,CYM,3,Cayman Islands,George Town,1,,2009-10-29,2009-10-29
/organization/bartermill-com,Bartermill.com,http://www.bartermill.com,Business Services|Curated Web|Social Network Media|Trading,40000,operating,UKR,12,Kiev,Kyiv,2,2011-11-01,2009-11-01,2010-12-20
/organization/streamspec,StreamSpec,http://www.streamspec.com,Advertising|Startups,-,operating,USA,NY,New York City,Brooklyn,1,,2013-05-01,2013-05-01
/organization/digital-marketing-solutions,Digital Marketing Solutions,http://www.dmsasialimited.com,Advertising|App Marketing|Brand Marketing|Content Syndication|Internet Marketing|Media|Semantic Search|SEO|Social Media Marketing,-,closed,SGP,,Singapore,Singapore,2,2002-01-01,2007-11-01,2009-01-01
/organization/looktracker,LookTracker,http://www.looktracker.com,Analytics|Sales and Marketing|Technology,50000,operating,USA,NJ,Atlantic City,Point Pleasant Beach,1,2013-01-01,2013-07-15,2013-07-15
/organization/spumetech,SpumeTech,http://spumtech.com,,-,closed,,,,,1,2015-01-01,2015-09-01,2015-09-01
/organization/pllop-it,Pllop.it,http://pllop.it,Design,40000,operating,SVN,61,Ljubljana,Ljubljana,1,2012-01-01,2012-07-17,2012-07-17
/organization/achieve-financial-services,Achieve Financial Services,http://www.achievecard.com,Brand Marketing|Finance|P2P Money Transfer,12500000,operating,USA,TX,Austin,Austin,1,,2012-03-20,2012-03-20
/organization/game-trading-technologies-inc,"Game Trading technologies, Inc.",http://www.gtti.com,Games,3900000,closed,USA,MD,Baltimore,Hunt Valley,1,2003-01-01,2010-02-26,2010-02-26
/organization/zipdrug,Zipdrug,http://www.zipdrug.com/,Medical,2600000,operating,USA,NY,New York City,New York,2,2015-02-01,2015-07-16,2015-11-17
/organization/51-give,51 Give,http://www.51give.org,Carbon|Environmental Innovation|Green|Nonprofits,-,operating,CHN,22,Beijing,Beijing,1,2007-09-01,2008-06-10,2008-06-10
/organization/landingi,Landingi,http://landingi.com,Advertising|Lead Generation|Web Design,260000,closed,POL,77,Krakow,Kraków,2,2011-10-07,2013-02-01,2013-07-01
/organization/circuitive,Swie,http://www.swie.io,Hardware|Industrial Automation|Internet of Things|Open Source,-,operating,CHE,23,Lausanne,Lausanne,1,2014-09-01,2015-09-23,2015-09-23
/organization/focus,Focus,http://www.focus.com,Finance|FinTech,12170000,closed,USA,CA,SF Bay Area,San Francisco,1,2005-08-01,2008-03-06,2008-03-06
/organization/daqi,Daqi,http://www.daqi.com,News,-,operating,CHN,22,Beijing,Beijing,3,,2005-01-01,2010-03-01
/organization/swissmed-mobile,Swissmed Mobile,http://www.medm.com/,Information Technology|Medical|Mobile|Software,3000,operating,CHE,24,Zurich,Zug,1,2011-01-01,2012-12-01,2012-12-01
/organization/optisynx,OptiSynx,http://www.optisynx.com,Hardware + Software,196000,closed,GBR,C3,London,Cambridge,1,,2008-01-10,2008-01-10
/organization/visualplant,VISUALPLANT,http://visualplant.net,Digital Media|Enterprise Software|Video,500000,operating,USA,CA,SF Bay Area,Los Gatos,1,2000-06-01,2007-03-01,2007-03-01
/organization/levanta,Levanta,http://www.levanta.com,Software,8000000,closed,USA,CA,SF Bay Area,San Mateo,1,1998-01-01,2007-09-23,2007-09-23
/organization/cloudwirx-inc,"Cloudwirx, Inc.",http://www.cloudwirx.com,Cloud Data Services|Data Centers|Telecommunications,600000,closed,,,,,1,2015-01-01,2015-07-10,2015-07-10
/organization/machine-safety-manangement,Machine Safety Manangement,http://machinesafetymanagement.com,Design|Service Providers,220000,operating,USA,MN,Minneapolis,Eden Prairie,1,,2014-05-01,2014-05-01
/organization/epitiro,Epitiro,http://www.epitiro.com,Internet|Testing|Web Hosting,2000000,operating,GBR,X5,Cardiff,Cardiff,1,2000-01-01,2008-06-01,2008-06-01
/organization/ornicept,Ornicept,https://www.Ornicept.com/,Energy|Environmental Innovation|Infrastructure|Software,600000,operating,USA,MI,Detroit,Ann Arbor,1,2011-10-26,2014-05-22,2014-05-22
/organization/roomclip,RoomClip,http://roomclip.jp,Photography,1100000,operating,JPN,40,Tokyo,Tokyo,2,2011-11-24,2011-11-01,2013-09-20
/organization/calera,Calera,http://www.calera.com,Clean Technology|Energy|Recycling,45500000,operating,USA,CA,SF Bay Area,Los Gatos,3,2007-01-01,2010-03-22,2011-12-14
/organization/ichiba,Ichiba,http://Ichiba.ru,E-Commerce|Marketplaces|Retail,800000,closed,,,,,1,,2012-01-20,2012-01-20
/organization/buyers-edge,Buyers Edge,http://www.buyersedgeuk.com,Real Estate,409562,closed,GBR,H9,London,London,1,2009-06-01,2009-06-01,2009-06-01
/organization/pcb-ng-2,PCB:NG,http://pcb.ng,Electronics|Manufacturing|Software,485000,closed,,,,,1,,2015-10-20,2015-10-20
/organization/postdeck,Postdeck,http://postdeck.com,News,540000,closed,USA,CA,SF Bay Area,Menlo Park,1,2010-01-01,2011-01-01,2011-01-01
/organization/loyalize,Loyalize,http://loyalize.com,Social Media|Social Television,3000000,closed,USA,CA,SF Bay Area,San Francisco,1,2010-01-01,2011-01-01,2011-01-01
/organization/alpine-4,Alpine 4,http://www.alpine4.com/,Software,63000,operating,USA,AZ,Phoenix,Scottsdale,1,2014-01-01,2014-12-02,2014-12-02
/organization/verteq,Verteq,http://www.verteq.com,,23055247,closed,USA,CA,"Orange County, California",Santa Ana,2,1985-01-01,1999-02-05,2002-11-20
/organization/spotfav-reporting-technologies,Spotfav Reporting Technologies,http://www.spotfav.com,Mobile,67983,operating,ESP,51,Cadiz,Cadiz,1,2012-01-01,2013-02-01,2013-02-01
/organization/smart-balloon,Smart Balloon,http://www.smartballoon.com,Games,3650000,closed,JOR,16,Amman,Amman,2,,2009-05-15,2010-06-23
/organization/torque-therapeutics,Torque Therapeutics,,Therapeutics,5000000,operating,USA,MA,Boston,Cambridge,1,,2015-08-28,2015-08-28
/organization/skillstrak-ltd,SkillsTrak,http://www.skillstrak.com,Software,640000,closed,GBR,H3,Leeds,Leeds,1,2006-06-10,2008-01-01,2008-01-01
/organization/omnigy,Omnigy,http://www.omnigy.com,Digital Signage|Information Technology|IT Management,20000,closed,,,,,1,,2013-10-01,2013-10-01
/organization/gobold,gobold,http://www.gobold.com/,Banking|Payments,960000,operating,USA,CA,SF Bay Area,San Francisco,2,2013-10-29,,2014-01-27
/organization/fixr-app,FIXR App,http://www.fixr-app.com,Collaborative Consumption|Events|Mobile|Nightlife|Peer-to-Peer|Ticketing,1000000,operating,GBR,H9,London,London,1,2013-10-25,2014-12-01,2014-12-01
/organization/cubicle,Cubicle,http://www.cubicleprojects.com,Consulting,40000,operating,IND,16,Mumbai,Mumbai,1,,2013-12-16,2013-12-16
/organization/confianet,ConfiaNet,https://www.confianet.com.br,Insurance|Software,700000,operating,BRA,27,Sao Paulo,São Paulo,1,2014-09-01,2014-12-12,2014-12-12
/organization/riptide-io,Riptide IO,http://www.riptideio.com,Analytics|Big Data,3200000,operating,USA,CA,Santa Barbara,Santa Barbara,2,2012-10-01,2014-07-28,2015-12-01
/organization/immigration-overseas-reviews-cherishes-of-no-complaints,Immigration Overseas Reviews cherishes of No Complaints,http://www.immigrationoverseasreviews.com/profile.aspx,,-,closed,IND,7,New Delhi,New Delhi,1,1990-01-01,1993-09-10,1993-09-10
/organization/nibodha-technologies-pvt-ltd-2,Nibodha Technologies Pvt Ltd,http://www.nibodha.com,Enterprise Software|Product Development Services|Travel|Vacation Rentals,25000,operating,IND,13,Cochin,Cochin,1,2012-11-20,2012-11-20,2012-11-20
/organization/engineering-ideas,Engineering Ideas,http://www.engineeringideas.co.za,Apps|Consulting|Services,60000,closed,ZAF,,Johannesburg,Johannesburg,1,2008-05-14,2008-05-18,2008-05-18
/organization/indicative,Indicative,http://www.indicative.com,Analytics|Big Data|Business Intelligence|Internet|Mobile|Sales and Marketing,2000000,operating,USA,NY,New York City,New York,1,2013-10-01,2014-10-14,2014-10-14
/organization/bloom-com,Bloom.com,http://www.bloom.com,Fashion,5400000,operating,USA,NE,Omaha,Omaha,1,2010-06-15,2012-03-03,2012-03-03
/organization/led-lighting-fixtures,LED Lighting Fixtures,http://www.llfinc.com/,Delivery|Lighting|Services,16500000,closed,USA,NC,Raleigh,Morrisville,1,,2007-11-05,2007-11-05
/organization/aprius,Aprius,http://www.aprius.com,Hardware + Software,33000000,operating,USA,DC,"Washington, D.C.",Washington,3,2006-06-01,2006-01-01,2008-09-04
/organization/corassist,CorAssist,http://www.corassist.com/,Health Care|Medical|Medical Devices,9,operating,ISR,5,Tel Aviv,Herzliyya,2,2003-01-01,2009-03-01,2012-02-01
/organization/the-lions,The Lions,http://www.OnlyLions.com,Consulting|Recruiting|Sales and Marketing|Search,250000,closed,USA,CA,SF Bay Area,San Francisco,1,2010-04-01,2011-04-01,2011-04-01
/organization/app-in-the-air,App in the Air,http://appintheair.mobi,Aerospace|Chat|Incentives|In-Flight Entertainment|iPhone|Mobile|Travel,250000,closed,RUS,,,,2,2011-08-01,2011-08-01,2012-05-01
/organization/qingdao-diancang-technology-infomation-co-ltd,"Qingdao Diancang technology infomation Co,. Ltd",,Outsourcing,31529.1644771414,closed,,,,,1,2014-11-24,2011-11-14,2011-11-14
/organization/qustn-technologies,Qustn Technologies,http://www.qustn.com,Training,400000,operating,USA,CA,SF Bay Area,Palo Alto,1,2014-07-01,2015-09-24,2015-09-24
/organization/resgrid,Resgrid,http://resgrid.com,Cloud Computing|Communications Infrastructure|First Aid|Governments|Logistics|Politics|SaaS,-,operating,USA,NV,Reno - Sparks,Carson City,1,2012-10-01,2013-01-15,2013-01-15
/organization/shevirah,Shevirah,http://shevirah.com/,Mobile|Security|Testing,50000,operating,,,,,1,,2015-03-02,2015-03-02
/organization/remixation,"Remixation, Inc.",http://showyou.com,File Sharing|Games|Video|Web Tools,5580000,operating,USA,CA,SF Bay Area,San Francisco,2,2006-06-01,2007-07-01,2012-07-01
/organization/nifty-window,Nifty Window,https://www.niftywindow.com/,Internet|Software,-,operating,IND,19,Bangalore,Bangalore,1,2013-05-10,2014-01-17,2014-01-17
/organization/petravm,Corensic,http://www.corensic.com,Software,6000000,closed,USA,WA,Seattle,Seattle,2,2008-01-01,2009-01-21,2011-01-13
/organization/autofi,AutoFi,http://httP//www.autofi.com,,2500000,closed,,,,,1,2015-05-01,2015-11-07,2015-11-07
/organization/home-decor-products,Home Decor Products,http://www.hdpi.com/,,65000000,closed,USA,NJ,Newark,Edison,1,2000-01-01,2006-12-19,2006-12-19
/organization/gentel-biosciences,Gentel Biosciences,,Health and Wellness,2742739,operating,USA,WI,Madison,Madison,1,2000-01-01,2008-12-10,2008-12-10
/organization/buzzwire,Buzzwire,http://buzzwire.com,Mobile,12000000,closed,USA,CO,Denver,Denver,2,2007-07-01,2007-07-01,2007-12-01
/organization/bkstg,Bkstg,http://bkstg.com,Music,20000000,operating,USA,NY,New York City,New York,1,2015-01-01,2015-07-15,2015-07-15
/organization/storesquare,Storesquare,http://storesquare.be,Fashion,80000,operating,BEL,11,Brussels,Brussels,1,2014-06-18,2014-05-15,2014-05-15
/organization/ignited-artists,Ignited Artists,https://www.ignitedartists.com/,Games,5100000,operating,USA,CA,Bakersfield,California City,1,2014-01-01,2015-02-25,2015-02-25
/organization/airsis,AIRSIS,http://www.airsis.com,Software,2000000,operating,USA,CA,San Diego,San Diego,2,1998-01-01,2005-12-30,2007-01-01
/organization/rollinglobe,Rollinglobe,http://www.rollinglobe.com,Moneymaking|Online Travel|Travel,40000,operating,USA,NY,New York City,New York,1,2015-01-01,2015-01-05,2015-01-05
/organization/coinigy,Coinigy,https://www.coinigy.com,Bitcoin|Trading,100000,operating,USA,WI,Milwaukee,Milwaukee,1,2014-05-02,2015-03-20,2015-03-20
/organization/synapse-wireless,Synapse Wireless,http://www.synapse-wireless.com,Mobile,3536600,operating,USA,AL,Huntsville,Huntsville,2,,2009-11-17,2010-09-13
/organization/triad-retail-media,Triad Retail Media,http://www.triadretail.com,Advertising,-,operating,USA,FL,Tampa,Tampa,1,2004-01-01,2009-12-04,2009-12-04
/organization/isotera,Isotera,http://www.isotera.com,Hardware + Software,8131857,operating,GBR,F7,,,3,2010-01-01,2012-04-10,2014-12-15
/organization/obillex,Obillex,http://obillex.com,Finance,4700610,operating,GBR,D6,Poole,Poole,1,,2014-11-17,2014-11-17
/organization/greentech-media,Greentech Media,http://www.greentechmedia.com,News,4575000,operating,USA,MA,Boston,Boston,3,2007-02-05,2007-05-24,2009-08-13
/organization/smart-insight-corporation,SMARTInsight Corporation,http://smartinsight.io/,Big Data|Business Intelligence|Data Integration|Enterprise Software|SaaS,4099999,operating,JPN,40,,,1,2013-10-04,2015-07-27,2015-07-27
/organization/spinalmotion,SpinalMotion,http://www.spinalmotion.com,Health Care,20610000,operating,USA,CA,SF Bay Area,Mountain View,2,2004-01-01,2005-03-18,2009-02-04
/organization/elliptec-ag,Elliptec AG,http://www.elliptec.com,Automotive,10822832,closed,DEU,7,Dortmund,Dortmund,1,,2004-02-11,2004-02-11
/organization/sproom,Sproom,http://www.sproom.net,Billing|Electronics|Professional Networking|Software,2273363,operating,DNK,17,Copenhagen,Copenhagen,1,2010-07-07,2011-09-05,2011-09-05
/organization/tidy-books,Tidy Books,http://tidy-books.com/,Education,160010,operating,GBR,P6,GBR - Other,Waltham,1,2004-01-01,2014-02-10,2014-02-10
/organization/onarbor,Onarbor,http://onarbor.com,Art|Crowdfunding|Curated Web|Digital Media|Life Sciences|Publishing,10000,operating,USA,MA,Boston,Cambridge,1,2014-05-14,2014-01-01,2014-01-01
/organization/bepretty,bepretty,http://www.bepretty.cl,Beauty|Local Services|Online Reservations|Search,240000,operating,CHL,12,Santiago,Santiago,2,,2014-08-24,2015-05-01
/organization/magisto,Magisto,http://www.magisto.com,Android|Apps|Curated Web|iOS|iPhone|Video|Video Editing,25000000,operating,USA,CA,SF Bay Area,Menlo Park,4,2011-09-19,2010-05-01,2014-02-21
/organization/purthread-technologies,PurThread Technologies,http://purthread.com,Biotechnology,9076957,operating,USA,NJ,Newark,Princeton,2,2009-01-01,2013-01-18,2013-11-04
/organization/kogent-surgical,Kogent Surgical,http://neurosurgeryinstruments.com,Hardware + Software,21000,operating,USA,MO,St. Louis,Chesterfield,2,2011-01-01,2012-09-27,2013-10-17
/organization/hungrybuddies-com,HungryBuddies.com,http://www.hungrybuddies.com,Delivery|Restaurants|Services,100000,closed,IND,36,New Delhi,Noida,1,2013-10-01,2013-10-01,2013-10-01
/organization/peeraspect,PeerAspect,http://www.peeraspect.com,B2B|Software|Surveys,100000,closed,,,,,1,2012-01-01,2015-08-01,2015-08-01
/organization/impulsivity,Impulsivity,http://www.impulsivity.ca,Apps|Coupons|Mobile,80000,operating,CAN,ON,Toronto,Toronto,1,2014-08-08,2014-08-08,2014-08-08
/organization/drchrono,drchrono,https://www.drchrono.com,Apps|App Stores|Developer APIs|Doctors|Electronic Health Records|Health and Wellness|Health Care|Medical|Physicians,6725000,operating,USA,CA,SF Bay Area,Mountain View,8,2009-01-01,2011-01-04,2014-04-10
/organization/incube-labs,Incube Labs,http://www.incubelabs.com,Biotechnology,30000000,operating,USA,TX,San Antonio,San Antonio,1,2007-01-01,2013-03-18,2013-03-18
/organization/tissue-regeneration-systems,Tissue Regeneration Systems,http://tissuesys.com,Biotechnology,13332002,operating,USA,WA,Seattle,Kirkland,3,2005-01-01,2012-09-07,2015-05-19
/organization/saambaa,saambaa,http://www.saambaa.com,Entertainment|Events|Interest Graph|Location Based Services|Mobile|Mobile Coupons|Music|Restaurants|SaaS|Social Media|Ticketing,-,operating,USA,CA,San Diego,San Diego,2,2011-05-01,2011-09-01,2014-01-01
/organization/imanagerent,IManageRent,http://www.imanagerent.com,Property Management|SaaS,450000,operating,USA,CA,SF Bay Area,San Francisco,1,2010-01-01,2013-01-08,2013-01-08
/organization/eos-systems,Eos Systems,http://www.eos.systems,,-,operating,,,,,1,2014-11-26,2014-02-22,2014-02-22
/organization/revelator,Revelator,http://revelator.com/,Analytics|Business Intelligence|Enterprise Software|Mobile|Music|SaaS,650000,operating,ISR,6,Tel Aviv,Jerusalem,1,,2015-03-11,2015-03-11
/organization/iwi-llc,iwi,,Education|Software,-,operating,USA,,,,1,2009-07-07,2010-04-12,2010-04-12
/organization/parknav,Parknav,http://parknav.com,Apps|Automotive|Mobile|Mobility|Navigation,-,operating,USA,IL,Chicago,Chicago,2,2011-05-01,2014-08-11,2015-03-01
/organization/bundle-it,Bundle It,http://bundleit.com,Curated Web|Events|Local,450000,closed,USA,CT,Hartford,Old Saybrook,2,2011-03-02,2011-04-15,2011-09-15
/organization/mednetworks,Activate Networks,http://activatenetworks.net,Analytics|Health Care,16000000,operating,USA,MA,Boston,Newton,3,2010-08-09,2010-08-09,2012-11-13
/organization/komprise,Komprise,http://komprise.com/,Software,6000000,operating,USA,CA,SF Bay Area,Campbell,1,2014-01-01,2015-06-18,2015-06-18
/organization/pendleton-woolen-mills,Pendleton Woolen Mills,http://pendleton-usa.com,Manufacturing,5000000,operating,USA,OR,"Portland, Oregon",Portland,1,1863-01-01,2009-07-07,2009-07-07
/organization/xray-imatek,Xray Imatek,http://www.xray-imatek.com,Semiconductors|Technology,383850,operating,ESP,56,Barcelona,Barcelona,1,,2009-02-25,2009-02-25
/organization/piauto,PiAuto,,Automotive,250000,closed,USA,NM,Albuquerque,Albuquerque,1,2011-02-01,2011-09-01,2011-09-01
/organization/airbitz,Airbitz,https://airbitz.co,Bitcoin|Computers|Mobile,450000,operating,USA,CA,San Diego,San Diego,2,2014-01-01,2015-01-09,2015-07-10
/organization/staytoday,StayToday,,,-,closed,,,,,1,,2012-10-25,2012-10-25
/organization/voice-genesis,Voice Genesis,http://www.voicegenesis.com/,Email|Messaging|Services,650000,operating,,,,,1,,2004-07-02,2004-07-02
/organization/quiz-the-nation,Quiz the Nation,http://www.quizthenation.co.uk/,Apps|Entertainment|Television,405350,operating,GBR,,,,1,,2014-10-01,2014-10-01
/organization/cambridge-technology-group-ibirsis,Cambridge Technology Group/IBIRSIS,,Information Services|Information Technology|Venture Capital,40000000,closed,,,,,1,1996-01-01,1996-01-01,1996-01-01
/organization/dental-fix-rx,Dental Fix RX,http://www.dentalfixrx.com/,Medical,-,operating,USA,CA,Anaheim,Anaheim,1,,2013-10-20,2013-10-20
/organization/freewavz,FreeWavz,http://freewavz.com,Fitness|Health and Wellness|Medical Devices,100000,operating,USA,FL,Florida's Space Coast,Melbourne,1,2012-01-01,2014-07-14,2014-07-14
/organization/babyboom-ru,BABYBOOM.ru,http://www.babyboom.ru,E-Commerce,900000,closed,RUS,48,Moscow,Moscow,2,2010-04-08,2010-11-01,2011-03-25
